Env,r,rMain,RMSE,RMSEmain,MAD,rank,rankMain
WMaA19ST.S6,0.632768281900201,0.40449417382897,48.390650038749,54.8602283507658,37.0233953208197,0.4,0.6
WMaA19TI.N6,0.837968969458944,0.761767375864302,13.8345741094075,16.3762510733059,11.3945790399307,0.8,0.8
WMaA19WAGI6,0.879142632120637,0.787827052734915,9.8989667992708,12.7897039606378,8.30042208600717,0.8,0.6
WMaA19WYAL6,0.734224537719139,0.507004398029272,11.9897972815442,15.9836844137182,8.87854231233901,0.8,0.8
WMaA19YORK6,0.916065215534868,0.695469910392513,12.696138489346,20.9108640624981,10.4189861625939,1,0.6
WMaA19YUNA6,0.635588895594347,0.730818379280405,10.8696630755729,10.712614874851,8.38656386732016,0.6,0.8
WMaA20BALL6,0.670266846573052,0.684923798529901,17.4300037433868,17.1280276332199,13.9315550510852,0.6,0.2
WMaA20BENC6,0.710399583660664,0.719698239462974,13.8041442363879,13.7137494149869,11.1340045870789,0.6,0.6
WMaA20BEVE6,0.806549557098363,0.787089679854778,19.786037549043,20.5910356643878,16.0826221123503,0.8,0.8
WMaA20BOLG6,0.366715592190257,0.362434118063427,26.6296313308922,26.8096049227567,20.9173202871575,0.4,0.4
WMaA20BUNT6,0.801341158852219,0.757825033623443,10.7178472622397,11.539017809397,8.51535329055091,0.8,0.8
WMaA20CADO6,0.787768270395272,0.6937883832682,13.8299846102718,16.1389713169016,10.170924567301,1,1
